run_accession	sample_alias
ERR2162200	109865
ERR2162201	115690
ERR2162202	116774
ERR2162203	117186
ERR2162204	118369
ERR2162205	120662
ERR2162206	121296
ERR2162207	121585
ERR2162208	121891
ERR2162209	122724
ERR2162210	123009
ERR2162211	123197
ERR2162212	124418
ERR2162213	126802
ERR2162214	130510
ERR2162215	130511
ERR2162216	131051
ERR2162217	131300
ERR2162218	131512
ERR2162219	131541
ERR2162220	132265
ERR2162221	132266
ERR2162222	132268
ERR2162223	132538
ERR2162224	133270
